participant,filename,response_value,response_emotion_raw,response_emotion,is_no_response,trial_index
U33,760_orig_859.jpg,,NO RESPONDE,,True,37
U33,246_orig_245.jpg,,NO RESPONDE,,True,38
U33,432_orig_531.jpg,,NO RESPONDE,,True,39
U33,779_orig_878.jpg,,NO RESPONDE,,True,40
U33,5_orig_4.jpg,,NO RESPONDE,,True,41
U33,420_orig_519.jpg,,NO RESPONDE,,True,42
U33,1120_orig_1356.jpg,,NO RESPONDE,,True,44
U33,264_orig_263.jpg,,NO RESPONDE,,True,45
U33,87_orig_86.jpg,,NO RESPONDE,,True,46
U33,1155_orig_1391.jpg,,NO RESPONDE,,True,47
U33,704_orig_803.jpg,,NO RESPONDE,,True,48
U33,726_orig_825.jpg,,NO RESPONDE,,True,49
U33,250_orig_249.jpg,,NO RESPONDE,,True,50
U33,153_orig_152.jpg,,NO RESPONDE,,True,51
U33,831_orig_930.jpg,,NO RESPONDE,,True,52
U33,26_orig_25.jpg,,NO RESPONDE,,True,53
U33,71_orig_70.jpg,,NO RESPONDE,,True,54
U33,78_orig_77.jpg,,NO RESPONDE,,True,56
U33,423_orig_522.jpg,,NO RESPONDE,,True,57
U33,10_orig_9.jpg,,NO RESPONDE,,True,58
U33,205_orig_204.jpg,,NO RESPONDE,,True,59
U33,1054_orig_1290.jpg,,NO RESPONDE,,True,60
U34,811_orig_910.jpg,,NO RESPONDE,,True,7
U34,264_orig_263.jpg,,NO RESPONDE,,True,45
U35,584_orig_683.jpg,,NO RESPONDE,,True,9
U35,336_orig_435.jpg,,NO RESPONDE,,True,14
U35,5_orig_4.jpg,,NO RESPONDE,,True,41
U35,1120_orig_1356.jpg,,NO RESPONDE,,True,44
U36,1134_orig_1370.jpg,,NO RESPONDE,,True,20
U36,184_orig_183.jpg,,NO RESPONDE,,True,26
U36,1120_orig_1356.jpg,,NO RESPONDE,,True,44
U37,361_orig_460.jpg,,NO RESPONDE,,True,15
U38,10_orig_9.jpg,,NO RESPONDE,,True,58
